cajas;marcas;CLIENTES;VTAS;GRUPO
14;119;819;1071;1
7;84;420;630;3
14;49;287;511;2
14;70;371;455;2
14;119;420;742;2
14;175;462;910;2
21;154;952;1673;2
14;210;896;1155;2
21;259;1435;2604;1
7;70;280;483;3
21;231;1183;3073;1
14;42;224;637;2
7;119;287;441;3
7;49;119;161;3
21;266;2184;4123;1
7;21;84;98;3
21;77;392;679;2
21;140;644;854;2
14;147;749;973;2
14;91;385;623;2
14;49;427;2121;1
14;21;70;119;3
14;161;560;770;2
21;119;497;1071;2
14;7;49;98;3
7;63;189;231;3
7;49;161;238;3
21;175;749;1071;2
7;56;196;392;3
14;63;252;448;3
14;182;1092;1547;1
21;294;1533;2345;1
14;35;98;98;3
7;189;1141;1925;1
7;161;686;931;3
7;0;0;0;3
21;196;742;924;2
21;210;1295;1701;1
7;84;196;392;3
7;56;231;770;3
21;56;308;595;2
28;238;938;1176;2
14;161;546;791;2
21;406;3052;5880;1
7;70;322;728;3
28;182;945;1778;1
21;140;350;413;3
21;238;1323;1701;1
21;168;1085;1540;1
7;14;56;441;3
21;133;574;651;1
14;42;112;364;2
21;133;714;980;2
7;35;126;231;3
14;42;84;84;3
21;98;294;686;2
7;98;308;371;3
14;210;728;931;2
7;49;161;371;3
7;28;105;231;3
7;70;245;350;3
7;175;756;2170;2
7;84;427;462;3
14;133;574;966;2
21;119;315;301;3
7;322;1960;3801;1
7;63;231;581;3
14;63;301;469;2
7;140;420;476;3
7;56;371;602;3
7;133;700;1127;3
7;56;266;294;3
14;322;1575;2730;2
28;70;217;378;2
7;21;140;196;3
7;70;266;441;3
14;147;875;1288;2
7;42;210;455;3
7;77;217;343;3
7;70;238;350;3
7;42;238;525;3
7;49;273;623;3
7;42;238;392;3
21;161;735;1470;1
7;21;70;126;3
7;35;161;189;3
7;49;245;966;3
21;63;210;546;2
7;119;658;973;3
14;56;245;511;2
14;21;63;203;3
21;133;1036;1897;1
14;154;861;2037;2
7;133;511;917;3
7;14;42;56;3
14;105;462;693;2
14;21;98;217;3
7;49;294;560;3
14;98;539;756;2
7;14;63;63;3
14;91;343;700;3
7;56;168;399;3
14;77;413;609;2
14;238;994;1295;2
14;182;1890;3486;2
14;231;2520;4466;1
7;49;105;462;3
7;56;126;308;3
21;49;119;427;2
21;154;770;868;2
7;56;182;441;3
7;70;371;749;2
21;112;700;1848;2
7;63;161;133;3
21;91;525;994;2
7;168;434;518;3
7;0;0;0;3
21;35;112;287;2
21;105;406;560;2
14;98;301;588;2
7;35;119;168;3
7;140;539;707;3
14;77;294;560;2
7;84;329;630;3
14;112;1274;3122;1
14;126;777;973;2
21;161;693;987;2
0;35;84;203;3
7;28;84;182;3
21;252;1722;3038;1
21;224;1379;1505;1
14;14;35;49;3
14;84;350;623;2
7;77;224;700;3
14;350;2499;5761;1
7;49;126;259;3
14;56;189;280;3
7;0;0;0;3
7;14;77;231;3
21;133;406;742;2
21;147;455;504;2
7;56;140;322;3
28;280;1491;2891;1
7;28;98;112;3
14;231;1701;2611;1
7;154;945;1190;3
21;63;224;574;2
7;28;77;140;3
7;84;322;749;2
14;168;609;707;2
21;175;567;644;2
21;210;868;1666;1
21;175;749;945;2
14;210;819;1057;2
7;168;980;2177;1
14;168;994;1477;2
7;70;294;518;3
7;84;455;497;3
7;0;0;0;3
7;56;168;322;3
14;287;1561;2674;1
21;147;637;693;2
14;56;301;483;2
21;63;476;805;2
21;182;1134;2093;1
0;14;28;112;3
14;119;532;882;2
7;168;756;938;3
7;168;987;1505;1
21;105;476;483;2
14;91;371;903;2
7;84;490;952;3
7;182;959;1393;3
21;126;504;973;2
14;105;329;378;3
14;77;371;518;2
0;112;308;441;3
14;217;903;1407;2
21;245;3206;7567;1
14;112;399;623;2
21;196;1757;4130;1
7;133;861;1540;1
14;140;462;1519;2
7;91;203;210;3
21;231;1407;2562;1
14;77;336;511;2
7;91;343;511;3
14;105;595;1092;1
7;56;154;308;3
14;119;441;644;2
7;42;119;238;3
7;42;161;147;3
14;42;112;112;2
21;105;595;623;2
14;77;469;742;2
14;70;287;455;2
7;0;0;0;3
21;63;224;392;2
7;105;434;749;3
7;35;84;168;3
7;203;742;868;3
7;7;28;112;3
14;28;147;175;2
21;77;273;406;2
14;112;392;854;2
7;56;238;210;3
14;49;224;679;2
7;392;2562;6139;1
7;175;1064;1449;3
7;63;392;455;3
7;168;658;693;3
14;84;399;560;2
21;217;1624;3507;1
21;91;308;532;2
14;133;763;1155;1
14;112;462;651;2
14;175;1323;1799;1
7;161;700;1043;3
21;161;700;882;2
21;161;700;882;3
7;161;686;1183;3
7;70;231;777;3
21;140;833;1498;1
7;35;77;63;3
0;63;140;224;3
7;28;56;70;3
7;112;273;301;3
14;119;847;1498;2
7;105;434;1232;1
14;154;399;427;2
21;91;525;1015;2
21;217;812;868;2
14;70;315;525;2
7;161;791;1309;3
7;77;287;553;3
21;112;490;567;2
14;91;413;651;2
14;77;413;700;2
7;63;343;462;3
14;98;553;903;2
14;105;532;742;2
7;91;280;532;3
14;112;483;672;2
7;84;259;525;3
7;175;616;910;3
7;14;63;133;3
14;161;1092;2940;2
7;126;350;399;3
21;280;3283;7455;1
7;168;1162;1890;1
14;140;945;1428;1
14;77;378;511;2
14;140;861;931;2
7;35;126;315;3
7;49;196;462;3
7;245;1260;1729;3
7;175;756;1064;3
7;49;175;504;3
21;217;1281;1848;1
7;147;630;1722;1
7;28;84;217;3
7;91;252;196;3
7;49;224;392;3
14;182;1155;1736;1
14;56;252;252;3
14;84;434;980;2
14;154;1162;2520;1
7;56;259;434;3
21;203;889;1379;2
7;70;238;392;3
14;189;987;1890;2
7;294;1470;1960;1
21;56;196;504;2
14;161;504;1141;2
7;35;140;588;3
7;84;434;1148;1
7;49;161;448;3
14;91;406;644;3
7;56;392;567;3
14;77;189;140;3
7;49;140;238;3
14;49;420;952;2
14;154;980;1358;2
14;63;252;273;2
7;133;994;1638;1
7;49;203;371;3
21;385;3031;7301;1
0;182;770;1456;3
0;126;350;637;3
7;140;490;1218;3
7;91;427;1204;3
7;147;511;1386;3
21;140;364;406;3
7;63;406;784;2
14;245;1393;1953;2
7;133;854;1127;3
7;35;168;385;3
7;70;224;448;3
7;56;126;245;3
21;210;1001;1715;2
7;343;1862;3157;1
7;49;266;399;3
14;189;1127;1771;2
14;133;742;1260;2
14;77;532;889;2
7;56;140;133;3
21;161;994;1757;1
21;175;1036;1694;2
63;98;658;784;1
7;56;154;301;3
14;168;931;1498;2
21;98;462;749;2
14;63;224;462;3
7;28;63;154;3
21;245;1659;2786;1
21;49;182;798;2
14;140;1022;1589;1
14;210;1169;1848;1
0;56;280;798;3
14;56;329;518;2
21;294;3584;8190;1
7;112;448;658;3
14;70;364;616;2
14;21;126;154;2
14;35;133;294;2
7;147;616;1883;1
7;56;455;833;3
14;98;567;777;2
7;147;875;1365;3
14;168;1001;1526;1
14;182;994;2219;1
14;70;553;910;2
14;42;182;462;3
21;133;546;1519;1
7;84;336;1232;3
7;119;532;1785;1
14;126;714;861;2
7;98;350;504;3
7;140;644;1064;3
7;63;294;322;3
7;147;714;1239;3
7;119;469;1295;1
0;42;126;175;3
7;77;378;574;3
7;98;294;819;3
7;217;1071;3829;1
7;105;476;1771;3
14;364;1309;3745;2
7;49;168;756;3
7;105;329;994;3
14;119;469;1106;2
7;224;980;2275;2
21;154;497;721;2
21;168;630;1484;2
14;70;322;595;2
7;63;266;574;3
21;84;308;616;2
14;154;686;945;2
7;84;413;973;3
14;175;819;1519;2
21;224;1897;2730;1
14;84;392;1113;1
7;35;126;525;3
14;42;126;84;3
7;35;154;539;3
21;133;546;1568;2
7;105;546;2135;2
7;350;1302;2891;2
14;98;490;980;2
14;189;840;1561;2
14;224;1085;1932;2
14;105;357;875;2
7;301;1309;4284;2
21;196;854;1022;2
7;98;308;707;3
7;329;1225;3577;2
7;175;784;1015;2
21;112;469;1211;2
21;70;259;497;2
7;147;574;1589;3
21;112;518;931;2
21;168;658;1232;2
7;161;665;1435;3
21;203;882;1967;1
21;336;1302;3346;2
14;112;707;1736;2
14;77;343;980;2
7;70;273;931;3
14;203;567;616;2
28;168;728;1022;2
21;154;938;1911;2
21;252;1743;2611;1
14;98;511;840;2
14;196;784;2338;2
21;154;1085;2982;1
14;84;266;658;2
14;133;504;1190;1
7;49;287;693;3
7;70;224;350;3
14;91;266;350;3
21;196;1148;1995;1
7;266;588;658;3
14;70;406;1036;2
21;203;924;1477;2
21;98;399;910;2
21;140;749;1589;2
21;112;532;728;2
21;175;917;1589;2
21;322;1281;1526;1
0;210;847;2618;3
7;105;448;1435;3
21;189;756;1316;2
14;70;245;756;3
7;7;14;42;3
7;42;105;238;3
21;168;616;994;2
7;49;252;875;2
7;77;350;1015;3
7;294;1204;1953;3
7;77;336;854;3
7;133;567;791;3
28;98;455;1099;2
14;210;714;588;2
7;280;1176;2030;3
7;63;224;672;3
21;49;371;553;2
14;42;182;728;2
14;133;546;1540;2
21;133;679;1694;2
7;196;1022;1512;3
14;70;441;770;2
14;196;756;1127;2
14;98;385;1064;1
28;119;707;1085;2
28;42;175;336;2
14;98;462;973;2
7;77;532;1302;1
7;35;140;301;3
21;238;1806;4690;1
7;308;1302;3262;2
21;231;483;714;2
14;70;245;518;3
14;280;1183;1806;1
14;133;651;1316;1
7;49;280;1253;3
7;70;343;574;3
21;77;504;861;2
7;210;777;1372;3
14;168;973;1274;2
7;140;567;847;3
7;42;154;483;3
14;126;651;1036;2
21;91;392;812;2
7;21;84;189;3
14;168;679;1379;2
21;245;763;1750;1
14;182;1008;1988;2
21;371;1526;2471;1
7;119;931;5383;2
14;98;609;1463;2
7;84;315;1008;3
21;77;413;1043;2
14;21;70;161;3
14;91;1120;3381;1
14;77;371;644;2
14;161;763;1764;2
7;245;1064;5824;2
14;147;567;1134;2
7;84;469;1722;1
14;112;420;854;2
21;308;1302;2611;1
21;175;1001;1421;2
14;70;252;623;3
14;203;1239;1785;1
7;84;378;812;3
14;84;434;987;2
14;126;483;1281;2
7;77;315;658;3
14;98;434;840;2
21;147;896;1743;2
21;126;574;966;2
14;119;455;1267;3
7;63;322;896;3
7;49;210;980;3
14;56;308;490;2
7;70;343;1344;3
14;133;483;1624;2
21;217;861;1484;1
14;154;623;1162;2
7;189;658;1841;3
7;21;35;63;3
14;301;1309;3059;1
7;21;126;224;3
7;119;427;938;3
14;77;476;931;2
7;119;623;847;3
21;84;427;1001;2
7;35;140;294;3
14;147;728;861;2
21;168;434;770;2
21;126;910;1568;1
21;322;1323;2170;1
7;84;868;1582;1
21;63;609;1890;2
21;280;1337;2695;1
14;189;959;1995;2
21;35;98;217;2
21;266;1197;1722;1
14;70;343;623;2
7;77;224;287;3
14;91;469;1526;1
7;245;1295;3437;1
21;119;546;1057;2
21;322;1379;3213;1
21;105;735;1400;2
14;126;483;756;2
0;84;266;476;3
7;147;686;721;3
14;217;539;511;2
7;189;707;2247;1
21;77;427;959;2
14;105;469;1491;2
14;84;280;805;2
14;91;301;567;2
21;168;1050;1708;2
7;245;805;1169;3
7;84;273;567;3
7;63;196;280;3
7;98;343;469;3
7;175;714;2184;2
14;119;357;840;2
14;70;315;560;2
14;126;735;1519;2
7;28;154;441;3
14;315;1141;3815;2
14;28;77;294;3
7;126;434;987;2
28;119;525;1022;2
7;56;238;714;3
14;42;252;462;2
7;77;546;1274;3
14;133;553;784;2
21;189;798;2023;2
7;42;175;385;3
35;210;938;1365;1
7;56;308;903;3
7;84;273;693;3
14;147;469;567;2
14;133;427;637;2
14;273;1232;2261;1
28;196;1260;1925;1
14;119;427;833;2
14;196;763;1953;2
7;126;469;854;3
7;112;448;504;3
21;343;2128;3752;1
7;70;294;644;3
21;133;798;3752;2
0;0;0;0;3
14;42;140;168;3
7;56;203;455;3
7;133;553;980;3
14;147;623;805;2
14;28;105;350;3
14;161;910;1554;2
21;217;1064;1484;1
14;91;371;714;2
14;245;966;3346;2
7;63;294;413;3
7;203;882;1281;3
21;161;700;896;2
14;126;686;1071;2
21;98;497;770;2
21;238;1225;1799;1
14;133;840;1295;2
7;98;357;686;3
0;98;791;1617;3
7;105;735;1169;3
7;126;546;1162;3
7;161;728;1036;3
21;91;1029;3395;1
7;105;490;630;3
7;49;266;343;3
21;133;532;1463;2
21;42;231;553;2
14;112;588;1162;2
7;175;588;966;3
14;133;511;854;2
28;175;756;2149;1
28;175;749;1043;2
7;14;56;231;3
14;98;448;1183;2
21;203;1141;1666;1
14;56;168;469;3
14;140;588;1358;2
14;154;616;1400;2
14;133;658;1078;2
14;203;1036;1344;2
7;301;1001;1743;3
14;105;350;406;2
21;70;231;357;3
21;126;609;1351;2
7;189;616;742;3
7;203;1463;2786;1
7;154;952;2513;1
7;35;175;679;3
14;133;560;1001;2
7;147;714;2114;2
21;112;532;1036;2
7;105;945;2499;2
14;217;1351;2170;1
14;126;525;805;2
21;119;644;1057;2
21;126;553;903;2
7;245;1043;2184;2
14;91;378;875;2
14;189;441;546;2
21;84;483;868;2
14;98;644;1582;2
7;84;329;518;3
21;287;1071;1365;2
14;133;784;1372;2
21;217;1379;3332;1
14;49;553;1057;1
7;119;490;889;3
7;119;448;1211;3
7;28;91;469;3
14;126;406;700;3
14;133;665;1148;2
28;154;1029;1498;1
21;147;756;665;2
7;329;861;630;3
7;42;147;266;3
14;210;938;2891;1
21;280;1197;2737;1
14;322;1358;2408;1
14;154;371;700;2
14;84;266;728;3
28;84;616;1330;2
7;49;252;350;3
7;112;385;917;3
14;63;301;903;2
21;91;364;441;2
14;91;700;1127;2
7;70;294;875;3
7;98;399;1008;3
21;105;343;952;2
14;147;518;665;2
14;112;413;1022;3
14;161;1001;1498;2
7;56;175;378;3
14;77;287;560;2
14;84;280;455;3
21;203;693;812;2
21;147;413;546;2
7;175;889;1988;3
14;84;231;462;3
21;77;238;434;2
21;119;672;938;1
21;259;1281;1617;1
7;175;1288;2009;1
21;112;623;1827;2
7;91;728;3780;2
14;245;1085;1351;2
7;42;168;308;3
7;252;504;294;3
14;210;735;1701;2
7;112;532;1001;3
14;98;602;1043;2
14;112;665;1036;2
7;21;126;280;3
14;98;497;1008;2
21;140;616;1540;2
7;252;1351;2485;1
21;203;791;1414;2
14;196;826;1330;2
7;189;882;1043;3
21;161;539;672;2
14;84;280;490;3
21;245;1162;2030;2
7;196;455;728;3
7;224;938;2450;2
14;203;1358;2002;1
14;49;140;203;2
14;161;546;798;2
21;56;273;504;2
28;91;616;1050;2
7;91;420;1190;3
7;126;595;1645;1
7;70;217;672;3
7;98;308;742;3
7;98;385;742;3
21;161;945;1512;1
14;147;686;798;2
14;161;854;1113;2
7;91;287;476;3
14;112;532;994;2
14;70;252;539;3
21;161;623;1078;2
14;49;154;399;2
14;119;637;854;2
7;133;336;777;3
7;63;441;1302;3
14;70;252;665;2
14;154;1645;3353;1
14;154;973;1204;2
14;231;1330;2184;1
35;196;1351;2065;1
14;112;483;658;2
7;70;301;518;3
7;84;301;1008;3
21;140;651;980;2
7;28;91;483;3
14;84;308;868;2
14;210;917;1687;2
7;133;637;2121;2
14;112;609;952;2
14;140;672;1246;2
7;49;196;315;3
7;63;210;476;3
7;91;329;434;3
7;112;455;1015;3
14;161;868;1400;2
21;203;854;1463;1
7;238;847;1988;3
7;35;112;420;3
28;133;518;1092;2
7;77;301;490;3
21;203;847;1456;1
21;105;476;966;2
21;189;721;1071;2
14;112;469;889;2
14;168;539;546;2
7;84;301;868;3
14;217;1407;2205;1
7;70;245;700;3
14;280;868;2457;2
14;42;112;154;2
0;231;938;2569;3
21;280;1197;2478;1
14;203;819;2506;2
21;350;2506;5138;1
7;133;595;546;3
21;91;630;917;2
14;140;840;1610;2
21;189;1267;1708;1
7;98;511;756;3
14;84;280;700;2
7;70;280;511;3
7;168;840;1330;3
14;329;1225;1596;1
7;84;665;3185;2
21;98;539;784;2
7;14;63;112;3
7;119;511;763;3
14;161;623;1050;2
14;49;189;364;3
21;63;224;511;2
14;189;1232;1337;2
7;84;476;1225;1
14;217;1568;2597;1
14;49;182;357;3
21;217;1176;1890;1
7;91;378;903;3
7;126;686;1218;3
14;105;560;1253;2
14;28;77;105;2
0;70;322;1428;3
0;42;168;525;3
28;56;189;301;2
7;77;322;700;3
14;133;742;882;2
7;126;490;679;3
21;182;938;1162;2
21;147;679;966;2
7;77;294;448;3
7;84;336;1120;3
21;161;819;1141;2
21;147;630;1064;2
14;126;448;714;2
21;133;686;938;2
21;182;1008;1932;1
7;63;238;392;3
7;49;154;532;3
14;35;154;371;3
14;154;665;805;2
14;91;343;399;2
28;196;896;1617;1
28;287;1827;2877;1
7;112;574;1134;3
7;112;476;1253;3
14;133;945;1484;1
21;140;553;1092;2
7;126;371;693;3
14;70;329;987;2
0;189;602;1449;3
7;35;126;371;3
7;105;469;854;3
7;21;91;245;3
7;42;168;630;3
21;147;686;728;2
7;112;553;1624;3
28;168;875;1239;2
14;35;112;315;3
7;98;371;1071;3
14;91;483;749;2
42;252;1183;3430;1
14;238;847;1253;2
21;343;2065;3199;1
21;49;147;217;2
7;147;1169;2744;2
21;175;917;2030;1
14;266;1862;3500;1
21;189;882;1435;1
7;91;308;644;3
7;77;448;630;3
21;357;2114;3962;1
7;56;161;378;3
14;98;735;1239;2
14;133;504;1309;1
21;196;1113;1379;2
21;147;756;1372;2
7;42;203;693;3
14;70;413;917;2
7;84;287;1022;3
14;217;1610;2030;1
14;49;175;147;2
21;112;546;924;2
14;77;238;413;3
14;217;1967;4914;1
7;175;483;504;3
14;98;441;574;2
21;140;735;1113;2
21;343;2170;5355;1
21;231;1407;2177;1
14;175;980;1554;2
28;238;1008;1862;1
14;70;294;721;2
7;161;581;1771;2
21;196;1358;2261;1
14;154;602;1239;2
7;196;833;2240;2
7;231;1022;1498;3
21;42;189;273;3
7;98;441;805;3
7;119;448;903;3
7;119;448;847;3
14;112;644;1239;1
7;224;1015;1750;3
14;91;420;721;2
14;91;343;588;2
21;364;1330;1176;2
14;77;406;1001;2
7;140;525;1225;3
7;140;553;1288;3
7;49;287;525;3
7;42;217;399;3
7;140;448;728;3
21;189;1050;1211;2
7;56;217;721;3
7;84;315;469;3
21;112;875;1484;1
7;91;385;1029;2
7;63;217;343;3
7;70;315;749;3
14;63;364;749;2
7;105;588;924;3
21;147;525;1064;2
14;133;609;630;2
21;49;315;469;2
7;28;231;917;3
7;63;406;1071;3
7;105;364;546;3
14;203;952;1862;2
28;77;266;693;2
14;112;511;707;2
14;154;1071;2261;1
7;154;511;1330;3
7;168;630;882;3
14;91;392;1029;2
21;217;1190;1666;1
14;154;770;1078;2
0;91;308;1225;3
14;28;210;224;2
7;56;224;350;3
14;140;714;1162;2
14;63;343;735;2
7;49;154;154;3
7;77;280;798;3
0;35;161;490;3
7;77;343;742;2
14;105;609;1330;2
7;77;280;861;3
0;63;280;1288;3
14;175;861;1092;2
21;203;980;1176;2
7;49;245;609;3
14;49;168;371;2
7;56;252;546;3
7;217;784;1533;3
14;42;168;287;2
7;112;532;938;3
14;119;532;567;2
7;70;287;350;3
14;133;483;1029;2
14;147;399;406;3
7;21;63;63;3
21;217;994;1729;2
14;126;574;707;2
14;105;476;735;2
7;224;1582;2310;1
14;231;1708;3087;1
7;7;28;126;3
14;42;175;399;3
21;175;1092;1631;1
7;119;420;889;3
7;63;245;497;3
7;154;497;966;3
21;126;679;1057;2
14;77;364;364;3
14;105;490;735;2
7;56;217;889;3
14;35;168;385;3
7;84;266;588;3
14;77;315;483;3
14;91;357;483;2
7;63;259;574;3
14;28;98;420;3
21;91;392;1344;2
14;56;231;392;2
14;210;2947;6923;1
14;147;721;1260;2
7;70;343;644;3
28;224;826;2394;1
21;210;945;994;2
14;119;483;609;2
7;7;56;147;3
21;147;679;1281;2
21;287;1428;2821;1
21;77;336;924;2
7;77;434;1491;1
21;63;350;469;2
21;259;1099;1708;2
7;56;266;1344;3
7;49;203;371;3
14;175;1218;2128;1
28;154;546;854;2
0;0;0;0;3
7;42;336;399;3
14;70;497;1253;2
14;56;210;483;3
7;98;399;1323;3
14;21;70;126;3
14;84;448;833;2
0;56;231;756;3
21;357;2303;7147;1
7;217;1407;1841;1
14;49;189;413;2
21;42;175;406;2
21;77;490;777;2
7;42;252;532;3
7;42;119;399;3
7;70;245;658;3
21;70;371;1113;1
7;168;931;1428;3
7;147;602;1113;3
21;98;455;630;2
21;98;574;1239;2
21;98;735;1309;2
7;182;889;1904;3
21;175;833;1771;2
7;42;133;273;3
7;63;280;588;3
14;98;343;455;3
21;140;588;616;2
14;84;343;469;2
7;168;371;280;3
7;105;357;952;3
21;343;2415;4578;1
21;168;651;749;2
28;140;1001;2086;1
7;35;133;287;3
7;56;203;280;3
14;112;434;791;2
28;189;1106;2261;1
14;77;343;434;3
21;154;763;1477;2
14;70;182;224;2
7;161;693;1358;3
7;98;448;1148;3
14;147;630;1512;2
14;98;441;756;2
7;14;63;294;3
28;196;2415;5817;1
21;308;1435;1827;2
14;56;203;280;2
14;105;462;1407;1
7;126;553;952;3
21;147;938;1533;1
14;105;448;826;2
7;56;182;280;3
14;112;553;805;2
7;147;602;588;3
21;98;609;812;2
7;63;287;938;3
7;105;385;644;3
28;35;154;651;2
7;56;224;462;3
21;161;700;868;2
7;182;1155;2863;2
7;42;210;343;3
28;154;763;1288;2
14;126;399;1302;2
14;140;553;1197;2
21;168;665;1827;1
14;91;413;721;2
14;147;560;1225;2
21;238;1652;2709;1
14;77;287;833;2
21;119;728;1421;2
14;175;693;910;2
14;49;196;336;2
14;105;308;364;3
7;224;1281;1617;1
0;154;588;1183;3
21;231;1456;2233;1
0;0;0;0;3
21;182;938;1827;1
14;161;469;546;2
14;182;945;1393;2
21;217;875;2100;2
14;168;966;1456;2
7;84;294;1043;3
21;350;2135;3339;1
7;140;700;2450;1
14;196;742;903;2
7;56;161;245;3
14;105;497;1148;1
7;14;42;126;3
28;126;875;1379;2
14;28;154;287;2
14;196;1267;1771;1
14;224;2674;4830;1
14;63;287;497;2
7;147;630;763;3
21;238;777;1022;2
21;189;763;672;2
14;98;560;1078;1
7;63;210;672;3
14;168;658;1169;2
21;35;245;259;2
7;28;154;476;3
0;42;287;637;3
21;98;378;567;2
7;70;399;511;3
7;182;812;2317;1
14;63;252;868;3
14;126;532;693;2
7;84;434;840;3
21;168;770;2191;2
7;91;294;280;3
7;56;140;273;3
14;105;455;805;2
14;175;1064;1470;2
14;91;560;1113;2
21;56;133;245;2
7;77;392;798;3
21;259;1092;1428;2
7;56;168;455;3
28;161;784;1407;1
21;49;217;875;2
7;119;350;567;3
7;70;371;546;3
7;77;371;1113;3
7;84;357;658;3
7;56;126;196;3
7;35;154;784;3
7;112;252;252;3
7;28;112;259;3
21;189;735;840;2
7;168;1022;1491;3
14;56;238;539;3
14;182;1071;2205;1
7;0;0;0;3
0;7;28;126;3
14;161;693;2177;2
7;28;224;672;3
21;245;1113;1694;2
21;119;511;665;2
21;322;2282;3801;1
21;119;630;1071;2
21;98;308;679;2
28;168;805;1162;2
7;224;665;868;3
14;147;1008;1771;1
7;147;567;665;3
14;189;875;903;2
14;154;896;1316;2
21;84;399;1106;1
21;168;931;1260;2
7;0;0;0;3
7;161;609;903;3
21;98;434;1239;1
7;63;196;378;3
7;70;336;763;3
14;147;812;1540;2
35;70;287;665;1
14;140;917;1638;2
14;147;511;1512;2
14;112;371;525;2
14;77;217;392;2
14;189;686;1155;2
7;182;567;1498;3
14;168;700;854;2
7;182;896;1043;3
14;252;1316;2282;1
14;175;819;1463;2
21;133;546;700;2
7;112;518;1204;3
21;105;574;1309;2
21;119;497;1043;2
14;147;756;1302;2
14;84;560;840;2
14;63;294;532;2
21;56;245;392;3
21;91;357;784;2
14;252;903;1099;2
7;56;168;238;3
7;77;469;882;3
21;84;413;441;2
7;224;896;2135;2
14;49;154;175;2
7;70;266;350;3
21;147;987;1673;1
7;0;0;0;3
28;210;1085;1267;2
14;147;511;1064;2
21;175;616;1330;2
14;35;126;308;3
7;28;210;392;3
7;119;497;658;3
14;119;756;1050;2
7;49;217;413;3
7;140;700;1197;3
14;84;224;350;2
14;203;994;2191;2
7;77;553;665;2
21;56;357;630;2
14;126;714;1015;2
7;70;203;252;3
14;42;161;189;2
14;154;616;868;2
14;224;1365;2324;1
7;7;28;63;3
7;35;133;378;3
14;70;301;882;2
14;189;1351;2282;1
7;105;511;1232;3
7;77;371;644;3
14;42;175;280;3
14;28;231;546;2
7;112;399;763;3
14;203;875;1554;2
7;84;322;700;3
21;112;497;931;2
14;91;294;483;3
21;147;497;1099;2
14;98;371;805;2
7;49;133;112;3
7;63;322;518;3
7;70;336;1281;3
7;42;196;350;3
7;77;259;686;3
7;133;679;1302;3
14;182;798;1113;2
14;56;175;336;2
14;70;392;616;2
7;140;546;1351;3
14;91;609;1134;2
7;98;308;406;3
7;98;392;497;3
14;119;567;1176;2
7;49;231;651;3
14;84;539;896;2
7;77;308;518;3
14;168;735;854;2
14;133;476;630;3
7;7;35;147;3
7;112;336;343;3
21;98;322;735;2
14;126;567;1806;1
7;49;322;1071;3
14;42;105;133;2
14;126;469;693;2
7;77;364;1260;3
7;91;434;763;3
14;84;434;854;2
7;84;581;1029;3
21;105;588;1428;1
14;98;399;637;2
21;119;546;518;2
7;161;672;2009;1
14;91;756;1568;1
14;56;182;378;3
14;56;266;252;2
21;147;840;2023;2
7;91;273;476;3
7;119;539;1295;1
21;140;952;1526;2
7;133;546;588;3
21;49;294;413;3
7;42;301;427;3
7;119;476;1036;3
21;154;819;1001;2
7;126;609;1960;1
21;154;938;1715;2
7;77;455;770;3
7;63;280;336;3
7;49;196;350;3
7;56;336;623;3
14;224;1253;2044;2
14;217;945;1631;2
28;126;595;1029;2
7;77;273;896;3
14;105;504;973;2
7;49;203;210;3
7;112;315;392;3
21;140;714;868;2
21;126;714;1169;1
14;84;245;658;2
21;154;483;938;2
21;147;1162;1918;1
7;161;707;1036;3
14;126;609;917;2
14;133;490;567;2
7;119;609;952;3
14;238;1043;1204;2
7;0;0;0;3
28;175;714;2443;1
